decade,year,title,author,order
2000,2003,Hey Ya!,OutKast ,1
2000,2009,I Gotta Feeling,Black Eyed Peas ,2
2000,2002,Lose Yourself,Eminem ,3
2000,2004,Yeah!,Usher with Lil’ Jon & Ludacris ,4
2000,2007,Umbrella,Rihanna with Jay-Z ,5
2000,2003,Crazy in Love, Beyoncé with Jay-Z ,6
2000,2006,Crazy,Gnarls Barkley ,7
2000,2005,We Belong Together,Mariah Carey ,8
2000,2007,Low,Flo Rida with T-Pain ,9
2000,2008,Single Ladies (Put a Ring on It), Beyoncé ,10
2000,2008,Viva La Vida,Coldplay ,11
2000,2009,Poker Face,Lady Gaga ,12
2000,2009,Boom Boom Pow,Black Eyed Peas ,13
2000,2009,Tik Tok,Ke$ha ,14
2000,2005,Gold Digger,Kanye West with Jamie Foxx ,15
2000,2007,Bleeding Love,Leona Lewis ,16
2000,2008,Just Dance,Lady Gaga with Colby O’Donnis ,17
2000,2008,I’m Yours,Jason Mraz ,18
2000,2002,In Da Club,50 Cent ,19
2000,2006,Irreplaceable, Beyoncé ,20
2000,2006,Sexyback,Justin Timberlake ,21
2000,2006,Hips Don’t Lie,Shakira with Wyclef Jean ,22
2000,2002,Hot in Herre,Nelly ,23
2000,2001,Fallin’,Alicia Keys ,24
2000,2005,You’re Beautiful,James Blunt ,25
2000,2007,No One,Alicia Keys ,26
2000,2001,Can’t Get You Out of My Head,Kylie Minogue ,27
2000,2008,I Kissed a Girl,Katy Perry ,28
2000,2001,How You Remind Me,Nickelback ,29
2000,2007,Apologize,One Republic with Timbaland ,30
2000,2004,Boulevard of Broken Dreams,Green Day ,31
2000,2009,Need You Now,Lady Antebellum ,32
2000,2009,Empire State of Mind,Jay-Z with Alicia Keys ,33
2000,2009,Bad Romance,Lady Gaga ,34
2000,2000,Music,Madonna ,35
2000,2005,Bad Day,Daniel Powter ,36
2000,2002,Dilemma,Nelly with Kelly Rowland ,37
2000,2000,Stan,Eminem with Dido ,38
2000,2008,Love Story,Taylor Swift ,39
2000,2000,Beautiful Day,U2 ,40
2000,2006,Rehab,Amy Winehouse ,41
2000,2003,Seven Nation Army,The White Stripes ,42
2000,2007,Big Girls Don’t Cry (Personal),Fergie ,43
2000,2004,Mr. Brightside,The Killers ,44
2000,2004,Take Me Out,Franz Ferdinand ,45
2000,2008,You Belong with Me,Taylor Swift ,46
2000,2002,Clocks,Coldplay ,47
2000,2000,Kryptonite,3 Doors Down ,48
2000,2000,Independent Women,Destiny’s Child ,49
2000,2007,Hey There Delilah,Plain White T’s ,50
2000,2008,Use Somebody,Kings of Leon ,51
2000,2001,Get Ur Freak On,Missy Elliott ,52
2000,2001,Lady Marmalade,"Christina Aguilera with Lil’ Kim, Mya, & Pink ",53
2000,2006,Chasing Cars,Snow Patrol ,54
2000,2003,The Reason,Hoobastank ,55
2000,2009,"Hey, Soul Sister",Train ,56
2000,2008,Disturbia,Rihanna ,57
2000,2002,Complicated,Avril Lavigne ,58
2000,2004,Since U Been Gone,Kelly Clarkson ,59
2000,2008,Hot N Cold,Katy Perry ,60
2000,2006,Promiscuous,Nelly Furtado with Timbaland ,61
2000,2004,Toxic,Britney Spears ,62
2000,2000,I Hope You Dance,Lee Ann Womack ,63
2000,2009,Right Round,Flo Rida & Ke$ha  ,64
2000,2007,Stronger,Kanye West with Daft Punk ,65
2000,2000,Yellow,Coldplay ,66
2000,2000,Ms. Jackson,OutKast ,67
2000,2003,Where Is the Love?,Black Eyed Peas with Justin Timberlake ,68
2000,2002,Without Me,Eminem ,69
2000,2008,Live Your Life,T.I. with Rihanna ,70
2000,2000,Bye Bye Bye,N Sync ,71
2000,2001,Drops of Jupiter (Tell Me),Train ,72
2000,2008,So What,Pink ,73
2000,2005,Hollaback Girl,Gwen Stefani ,74
2000,2001,Hero,Enrique Iglesias ,75
2000,2003,Hurt,Johnny Cash ,76
2000,2008,Lollipop,Lil Wayne with Static Major ,77
2000,2005,How to Save a Life,The Fray ,78
2000,2002,Foolish,Ashanti with Ja Rule ,79
2000,2007,Crank That (Soulja Boy), Soulja Boy Tell’em ,80
2000,2005,Hung Up,Madonna ,81
2000,2007,Paper Planes,MIA ,82
2000,2004,Let Me Love You,Mario ,83
2000,2003,Bring Me to Life,Evanesence with Paul McCoy ,84
2000,2002,This Love,Maroon 5 ,85
2000,2007,Love Song,Sara Bareilles ,86
2000,2008,Whatever You Like,T.I. ,87
2000,2005,Don’t Cha,.Pussycat Dolls with Busta Rhymes ,88
2000,2005,Candy Shop,50 Cent with Olivia ,89
2000,2009,Fireflies,Owl City ,90
1920,1920,Swanee,Al Jolson ,1
1920,1927,My Blue Heaven,Gene Austin ,2
1920,1920,Whispering,Paul Whiteman ,3
1920,1922,April Showers,Al Jolson ,4
1920,1925,St. Louis Blues,Bessie Smith with Louis Armstrong ,5
1920,1924,It Had to Be You,Isham Jones ,6
1920,1925,The Prisoner’s Song,Vernon Dalhart ,7
1920,1920,Dardanella,Ben Selvin ,8
1920,1925,Tea for Two,Marion Harris ,9
1920,1928,Ol’ Man River,Paul Whiteman with Bing Crosby ,10
1920,1929,Ain’t Misbehavin’,Thomas “Fats” Waller ,11
1920,1928,I Can’t Give You Anything But Love,Cliff Edwards ,12
1920,1926,Always,"George Olsen with Fran Frey, Bob Rice & Edward Joyce ",13
1920,1928,Sonny Boy,Al Jolson ,14
1920,1927,Blue Skies,Ben Selvin ,15
1920,1921,Ain’t We Got Fun?,Van & Schenck ,16
1920,1927,Someone to Watch Over Me,Gertrude Lawrence ,17
1920,1922,Three O’Clock in the Morning,Paul Whiteman ,18
1920,1925,Sweet Georgia Brown,Ben Bernie ,19
1920,1929,Tip-Toe Thru the Tulips with Me,Nick Lucas ,20
1920,1924,Rhapsody in Blue,Paul Whiteman with George Gershwin ,21
1920,1923,Carolina in the Morning,Van & Schenck ,22
1920,1928,My Melancholy Baby, Gene Austin ,23
1920,1924,"California, Here I Come",Al Jolson with Isham Jones ,24
1920,1923,Down Hearted Blues,Bessie Smith ,25
1920,1926,"Bye Bye, Blackbird",Gene Austin ,26
1920,1925,Yes Sir! That’s My Baby,Gene Austin with Billy Carpenter ,27
1920,1928,The Man I Love,Marion Harris ,28
1920,1921,My Mammy,Paul Whiteman ,29
1920,1929,Singin’ in the Rain,Cliff Edwards ,30
1920,1923,Yes! We Have No Bananas,Billy Jones ,31
1920,1925,If You Knew Susie Like I Know Susie,Eddie Cantor ,32
1920,1924,It Ain’t Gonna Rain No Mo’,Wendall Hall ,33
1920,1926,Valencia (A Song of Spain),Paul Whiteman with Franklyn Baur ,34
1920,1925,Manhattan,Ben Selvin ,35
1920,1924,What’ll I Do?,Paul Whiteman ,36
1920,1929,Makin’ Whoopee,Eddie Cantor ,37
1920,1921,Margie,Eddie Cantor ,38
1920,1920,The Japanese Sandman,Paul Whiteman ,39
1920,1925,I’ll See You in My Dreams,Isham Jones with Ray Miller & Frank Bessinger ,40
1920,1927,Ain’t She Sweet,Ben Bernie with Scrappy Lambert & Billy Hillpot ,41
1920,1924,Somebody Loves Me,Paul Whiteman ,42
1920,1924,Charleston,Arthur Gibbs & His Gang ,43
1920,1922,My Man (Mon Homme),Fanny Brice ,44
1920,1928,Ramona,Gene Austin with Nat Shilkret & Viola Klaiss ,45
1920,1925,All Alone,Al Jolson ,46
1920,1926,The Birth of the Blues,"Paul Whiteman with Jack Fulton, Charles Gaylord, & Austin Young ",47
1920,1922,"Toot, Toot, Tootsie! (Goo’bye)",Al Jolson ,48
1920,1921,Look for the Silver Lining,Marion Harris ,49
1920,1927,Me and My Shadow,Whisperin’ Jack Smith ,50
1920,1926,Who?,George Olsen ,51
1920,1926,Baby Face,Jan Garber with Benny Davis ,52
1920,1929,Love Me or Leave Me,Ruth Etting ,53
1920,1922,My Buddy,Henry Burr ,54
1920,1921,Wabash Blues,Isham Jones ,55
1920,1920,When My Baby Smiles at Me,Ted Lewis & His Band ,56
1920,1929,Am I Blue?,Ethel Waters ,57
1920,1928,Blue Yodel #1 (T for Texas),Jimmy Rodgers ,58
1920,1922,The Sheik of Araby,Ray Miller & His Orchestra ,59
1920,1921,All by Myself,Ted Lewis ,60
1920,1926,I’m Sitting on Top of the World,Al Jolson ,61
1920,1920,Wang Wang Blues,Paul Whiteman ,62
1920,1924,Somebody Stole My Gal,Ted Weems ,63
1920,1920,Crazy Blues,Mamie Smith & Her Jazz Hounds ,64
1920,1922,Chicago (That Toddlin’ Town),Ben Selvin ,65
1920,1922,"Mr. Gallagher and Mr. Shean – “Positively, Mr. Gallagher?”",Ed Gallagher & Al Shean ,66
1920,1927,Charmaine!,Guy Lombardo with Weston Vaughan ,67
1920,1928,West End Blues,Louis Armstrong ,68
1920,1923,That Old Gang of Mine,Billy Murray with Ed Smalle ,69
1920,1922,Second Hand Rose,Fanny Brice ,70
1920,1920,I’ll Be with You in Apple Blossom Time,Charles Harrison ,71
1920,1923,Parade of the Wooden Soldiers,Paul Whiteman ,72
1920,1922,Stumbling,Paul Whiteman ,73
1920,1929,Honey,Rudy Vallee ,74
1920,1921,Say It with Music,Paul Whiteman ,75
1920,1929,Carolina Moon,Gene Austin ,76
1920,1928,Ah! Sweet Mystery of Life,Fred Waring with Tom Waring ,77
1920,1926,"Five Foot Two, Eyes of Blue",Gene Austinwith Nat Shilkret’s Orchestra ,78
1920,1923,Swingin’ Down the Lane,Isham Jones ,79
1920,1922,I’m Just Wild about Harry,Marion Harris ,80
1920,1928,Among My Souvenirs,"Paul Whiteman with Jack Fulton, Charles Gaylord, & Austin Young ",81
1920,1926,"When the Red, Red Robin Comes Bob, Bob, Bobbin’ Along",Al Jolson ,82
1920,1926,Sleepy Time Gal,Ben Bernie with Arthur Fields ,83
1920,1920,The Love Nest,John Steel ,84
1920,1928,Wildwood Flower,The Carter Family ,85
1920,1925,America the Beautiful,Louise Homer ,86
1920,1929,Louise,Maurice Chevalier ,87
1920,1923,I Cried for You,Benny Krueger ,88
1920,1927,Side by Side,Paul Whiteman with the Rhythm Boys ,89
1920,1924,Linger Awhile,Paul Whiteman ,90
1920,1922,Hot Lips (He's Got Hot Lips When He Plays Jazz),Paul Whiteman ,91
1920,1928,I Wanna Be Loved by You,Helen Kane with Leonard Joy’s Orchestra ,92
1920,1924,I Want to Be Happy,Vincent Lopez ,93
1920,1920,Avalon,Al Jolson ,94
1920,1922,Way Down Yonder in New Orleans,Peerless Quartet ,95
1920,1928,"Sweet Sue, Just You",Ben Pollack with Franklyn Baur ,96
1920,1929,"Lover, Come Back to Me",Paul Whiteman with Jack Fulton ,97
1920,1925,"Oh, Lady Be Good",Paul Whiteman ,98
1920,1925,Everybody Loves My Baby,Aileen Stanley ,99
1920,1929,With a Song in My Heart,Leo Reisman with Ran Weeks ,100
1930,1939,Over the Rainbow,Judy Garland ,1
1930,1932,Night and Day,Fred Astaire with Leo Reisman ,2
1930,1939,In the Mood,Glenn Miller ,3
1930,1935,Cheek to Cheek,Fred Astaire with Leo Reisman ,4
1930,1933,Stormy Weather (Keeps Rainin' All the Time),Ethel Waters ,5
1930,1938,Begin the Beguine,Artie Shaw ,6
1930,1936,The Way You Look Tonight,Fred Astaire with Johnny Green ,7
1930,1936,Pennies from Heaven,Bing Crosby with George Stoll ,8
1930,1938,"A-Tisket, A-Tasket",Ella Fitzgerald with Chick Webb ,9
1930,1939,All the Things You Are,Tommy Dorsey with Jack Leonard ,10
1930,1935,Silent Night,Bing Crosby ,11
1930,1933,Smoke Gets in Your Eyes,Paul Whiteman with Bob Lawrence ,12
1930,1931,Mood Indigo,Duke Ellington ,13
1930,1930,I Got Rhythm,Red Nichols ,14
1930,1939,Deep Purple,Larry Clinton with Bea Wain ,15
1930,1930,Happy Days Are Here Again,Ben Selvin ,16
1930,1939,God Bless America,Kate Smith ,17
1930,1932,"Brother, Can You Spare a Dime?",Rudy Vallee ,18
1930,1935,Blue Moon,Glen Gray with Kenny Sargent ,19
1930,1935,I’m in the Mood for Love,Little Jack Little ,20
1930,1939,Strange Fruit,Billie Holiday ,21
1930,1930,On the Sunny Side of the Street,Ted Lewis & His Band ,22
1930,1931,Minnie the Moocher (The Ho De Ho Song),Cab Calloway ,23
1930,1930,Puttin’ on the Ritz,Harry Richman with Earl Burtnett & His Los Angeles Biltmore Hotel Orchestra ,24
1930,1937,They Can’t Take That Away from Me,Fred Astaire with Johnny Green ,25
1930,1933,The Last Round-Up,George Olsen with Joe Morrison ,26
1930,1939,If I Didn’t Care,The Ink Spots ,27
1930,1936,I’ve Got You Under My Skin,Ray Noble ,28
1930,1937,Sweet Leilani,Bing Crosby with Lani McIntire & His Hawaiians ,29
1930,1939,All or Nothing at All,Harry James with Frank Sinatra ,30
1930,1930,The Peanut Vendor (El Manisero),Don Azpiazu with Antonio Machin ,31
1930,1933,Sophisticated Lady,Duke Ellington ,32
1930,1932,In a Shanty in Old Shanty Town,Ted Lewis & His Band ,33
1930,1930,Stein Song (University of Maine),Rudy Vallee ,34
1930,1938,Bei Mir Bist Du Schon (Means That You’re Grand),The Andrews Sisters ,35
1930,1932,Dinah,Bing Crosby & the Mills Brothers ,36
1930,1932,All of Me,Louis Armstrong ,37
1930,1936,Summertime,Billie Holiday ,38
1930,1939,Moonlight Serenade,Glenn Miller ,39
1930,1931,"Goodnight, Sweetheart",Wayne King with Ernie Birchill ,40
1930,1933,42nd Street,Don Bestor with Dudley Mecum ,41
1930,1934,Let’s Fall in Love,Eddy Duchin with Lew Sherwood ,42
1930,1933,Lover,Paul Whiteman with Jack Fulton ,43
1930,1938,I Can’t Get Started,Bunny Berigan ,44
1930,1939,September Song,Walter Huston ,45
1930,1938,"Sing, Sing, Sing (With a Swing)",Benny Goodman ,46
1930,1934,The Very Thought of You,Ray Noble with Al Bowlly ,47
1930,1937,That Old Feeling,Shep Fields with Bob Goday ,48
1930,1934,Winter Wonderland,Guy Lombardo ,49
1930,1938,Wabash Cannonball,Roy Acuff & the Smoky Mountain Boys ,50
1930,1935,Honeysuckle Rose,Thomas “Fats” Waller ,51
1930,1934,Stars Fell on Alabama,Guy Lombardo with Carmen Lombardo ,52
1930,1932,It Don’t Mean a Thing if It Ain’t Got That Swing,Duke Ellington ,53
1930,1936,These Foolish Things Remind Me of You,Benny Goodman with Helen Ward ,54
1930,1935,Lullaby of Broadway,The Dorsey Brothers with Bob Crosby ,55
1930,1938,Jeepers Creepers,Al Donahue with Paula Kelly ,56
1930,1932,How Deep Is the Ocean?,Guy Lombardo with Carmen Lombardo ,57
1930,1937,Once in a While,Tommy Dorsey ,58
1930,1937,September in the Rain,Guy & Carmen Lombardo ,59
1930,1933,Lazy Bones,Ted Lewis ,60
1930,1936,A Fine Romance (A Sarcastic Love Song),Fred Astaire with Johnny Green & His Orchestra ,61
1930,1938,My Reverie,Larry Clinton with Bea Wain ,62
1930,1934,Isle of Capri,Ray Noble with Al Bowlly ,63
1930,1939,South of the Border (Down Mexico Way),Shep Fields with Hal Derwin ,64
1930,1931,Out of Nowhere,Bing Crosby with Victor Young ,65
1930,1930,Embraceable You,Red Nichols ,66
1930,1934,June in January,Bing Crosby with George Stoll’s Orchestra ,67
1930,1938,Whistle While You Work,The Seven Dwarfs ,68
1930,1930,What Is This Thing Called Love?,Leo Reisman ,69
1930,1932,Paradise,Leo Reisman with Frances Maddux ,70
1930,1935,Red Sails in the Sunset,Guy & Carmen Lombardo ,71
1930,1937,Where or When,Hal Kemp with Bob Allen ,72
1930,1938,You Must Have Been a Beautiful Baby,Bing Crosby ,73
1930,1934,The Continental (You Kiss While We’re Dancing),Leo Reisman ,74
1930,1934,Tumbling Tumbleweeds,Sons of the Pioneers ,75
1930,1937,One O’Clock Jump,Count Basie ,76
1930,1930,Little White Lies,Fred Waring with Clare Hanlon ,77
1930,1933,The Old Spinning Wheel,Ray Noble with Al Bowlly ,78
1930,1931,Sweet and Lovely,Gus Arnheim with Donald Novis ,79
1930,1936,Goody Goody,Benny Goodman with Helen Ward ,80
1930,1939,Beer Barrell Polka,Will Glahe ,81
1930,1931,Dream a Little Dream of Me,Wayne King with Ernie Birchill ,82
1930,1936,Alone,Tommy Dorsey with Cliff Weston ,83
1930,1930,Three Little Words,Duke Ellington ,84
1930,1939,And the Angels Sing ,Benny Goodman with Martha Tilton ,85
1930,1934,I’ll String Along with You,Ted Fio Rito with Muzzy Marcellino ,86
1930,1938,"Music, Maestro, Please",Tommy Dorsey with Edythe Wright ,87
1930,1937,Thanks for the Memory,Shep Fields with Bob Goday ,88
1930,1931,Love for Sale,Libby Holman with Dick Robertson ,89
1930,1934,I Get a Kick Out of You,Johnny Green with Ethel Merman ,90
1930,1939,When the Saints Go Marching In,Louis Armstrong ,91
1930,1931,I Found a Million Dollar Baby in a Five and Ten Cent Store,Fred Waring with Clare Hanlon ,92
1930,1933,You’re Getting to Be a Habit with Me,Bing Crosby with Guy Lombardo’s Orchestra ,93
1930,1934,Cocktails for Two,Duke Ellington ,94
1930,1937,Marie,Tommy Dorsey ,95
1930,1937,Too Marvelous for Words,Bing Crosby with Jimmy Dorsey’s Orchestra ,96
1930,1932,"Brother, Can You Spare a Dime?",Bing Crosby with Lennie Hayton’s Orchestra ,97
1930,1930,Exactly Like You,Ruth Etting ,98
1930,1934,The Carioca,Enric Madriguera with Patricia Gillmore ,99
1930,1932,Willow Weep for Me,Paul Whiteman with Irene Taylor ,100
1940,1942,White Christmas,Bing Crosby with the Ken Darby Singers,1
1940,1941,Stardust,Artie Shaw,2
1940,1949,"Rudolph, the Red-Nosed Reindeer",Gene Autry,3
1940,1945,Sentimental Journey,Les Brown with Doris Day,4
1940,1943,Paper Doll,The Mills Brothers,5
1940,1942,As Time Goes By,Dooley Wilson,6
1940,1947,Near You,Francis Craig with Bob Lamm,7
1940,1940,I’ll Never Smile Again,Tommy Dorsey with Frank Sinatra & The Pied Pipers,8
1940,1941,Chattanooga Choo Choo,Glenn Miller with Tex Beneke & the Four Modernaires,9
1940,1946,The Christmas Song,Nat “King” Cole,10
1940,1949,Riders in the Sky (A Cowboy Legend),Vaughn Monroe,11
1940,1944,Swinging on a Star,Bing Crosby with John Scott Trotter’s Orchestra & the Williams Brothers Quartet,12
1940,1940,Body and Soul,Coleman Hawkins,13
1940,1948,Buttons and Bows,Dinah Shore and Her Harper Valley Boys,14
1940,1940,When You Wish Upon a Star,Cliff Edwards,15
1940,1947,Peg O’ My Heart,The Harmonicats,16
1940,1944,I’ll Be Seeing You,Bing Crosby with John Scott Trotter’s Orchestra,17
1940,1940,Frenesi,Artie Shaw,18
1940,1946,The Gypsy,The Ink Spots,19
1940,1943,I’ve Heard That Song Before,Harry James with Helen Forrest,20
1940,1941,Blues in the Night (My Mama Done Tol’ Me),Woody Herman,21
1940,1949,Some Enchanted Evening,Perry Como,22
1940,1942,For Me and My Gal,Judy Garland & Gene Kelly,23
1940,1944,Don’t Fence Me In,Bing Crosby with the Andrews Sisters,24
1940,1941,Take the ‘A’ Train,Duke Ellington,25
1940,1948,Twelfth Street Rag,Pee Wee Hunt,26
1940,1948,Nature Boy,Nat “King” Cole with Frank DeVol,27
1940,1945,Till the End of Time,Perry Como,28
1940,1944,This Land Is Your Land,Woody Guthrie,29
1940,1943,You’ll Never Know,Dick Haymes with the Song Spinners,30
1940,1943,That Old Black Magic,Glenn Miller with Skip Nelson,31
1940,1945,Rum and Coca-Cola,The Andrews Sisters,32
1940,1941,Amapola (Pretty Little Poppy),Jimmy Dorsey with Bob Eberly & Helen O’Connell,33
1940,1945,Ac-Cent-Tchu-ate the Positive,Johnny Mercer with the Pied Pipers,34
1940,1947,Heartaches,Ted Weems with Elmo Tanner,35
1940,1943,Pistol Packin’ Mama,Al Dexter,36
1940,1945,Let It Snow! Let It Snow! Let It Snow!,Vaughn Monroe,37
1940,1944,Besame Mucho (Kiss Me Much),Jimmy Dorsey with Bob Eberly & Kitty Kallen,38
1940,1947,Ballerina,Vaughn Monroe,39
1940,1948,I’m Looking Over a Four-Leaf Clover,Art Mooney,40
1940,1943,"Sunday, Monday or Always",Bing Crosby with the Ken Darby Singers,41
1940,1944,I’ll Get By As Long As I Have You,Harry James with Dick Haymes,42
1940,1949,Cruising Down the River,Blue Barron & His Orchestra,43
1940,1945,"On the Atchison, Topeka and Santa Fe",Johnny Mercer with the Pied Pipers,44
1940,1949,I’m So Lonesome I Could Cry,Hank Williams,45
1940,1942,"Jingle, Jangle, Jingle",Kay Kyser with Harry Babbitt & Julie Conway,46
1940,1942,Moonlight Cocktail,Glenn Miller with Ray Eberle & The Modernaires,47
1940,1942,I’ve Got a Gal in Kalamazoo,Glenn Miller with Tex Beneke & Marion Hutton,48
1940,1943,People Will Say We’re In Love,Bing Crosby with Trudy Erwin,49
1940,1946,Oh What It Seemed to Be,Frankie Carle with Marjorie Hughes,50
1940,1945,There! I’ve Said It Again,Vaughn Monroe,51
1940,1949,That Lucky Old Sun,"Frankie Laine with Judd Conlon’s Rhythmaires, Harry Geller’s Orchestra, & Carl Fischer Orchestra",52
1940,1946,I Love You for Sentimental Reasons,The Nat “King” Cole Trio,53
1940,1942,Tangerine,Jimmy Dorsey’s Orchestra with Bob Eberly & Helen O’Connell,54
1940,1941,Daddy,Sammy Kaye,55
1940,1941,Boogie Woogie Bugle Boy,The Andrews Sisters,56
1940,1941,God Bless the Child,Billie Holiday,57
1940,1940,Tuxedo Junction,Glenn Miller,58
1940,1944,The Trolley Song,Judy Garland,59
1940,1940,Fools Rush in Where Angels Fear to Tread,Glenn Miller,60
1940,1940,The Woodpecker Song,Glenn Miller with Marion Hutton,61
1940,1945,It Might As Well Be Spring,Dick Haymes,62
1940,1942,There Are Such Things,Tommy Dorsey with Frank Sinatra & The Pied Pipers,63
1940,1942,Don’t Sit Under the Apple Tree with Anyone Else But Me,Glenn Miller with Tex Beneke & the Modernaires,64
1940,1948,Manana Is Soon Enough for Me,Peggy Lee,65
1940,1946,To Each His Own,Eddy Howard,66
1940,1947,Smoke! Smoke! Smoke! That Cigarette,Tex Williams,67
1940,1940,Taking a Chance on Love,Benny Goodman with Helen Forrest,68
1940,1948,Now Is the Hour (Māori Farewell Song),Bing Crosby with the Ken Darby Singers,69
1940,1944,Long Ago and Far Away,Helen Forrest with Dick Haymes,70
1940,1949,You’re Breaking My Heart,Vic Damone,71
1940,1943,Shoo-Shoo Baby,The Andrews Sisters,72
1940,1943,I’ll Be Home for Christmas,Bing Crosby with John Scott Trotter’s Orchestra,73
1940,1941,Green Eyes (Aquellos Ojos Verdes),Jimmy Dorsey with Bob Eberly & Helen O’Connell,74
1940,1941,There’ll Be Some Changes Made,Benny Goodman with Louise Tobim,75
1940,1948,Move on Up a Little Higher,Mahalia Jackson,76
1940,1944,You Always Hurt the One You Love,The Mills Brothers,77
1940,1947,Santa Claus Is Coming to Town,Bing Crosby with the Andrews Sisters,78
1940,1943,Don’t Get Around Much Anymore,The Ink Spots,79
1940,1945,If I Loved You,Perry Como,80
1940,1949,Boogie Chillen,John Lee Hooker,81
1940,1948,A Tree in the Meadow,Margaret Whiting,82
1940,1945,Dream (When You’re Feeling Blue),The Pied Pipers with Paul Weston,83
1940,1945,My Funny Valentine,Hal McIntyre with Ruth Gaylor,84
1940,1949,"I Can Dream, Can’t I?",The Andrews Sisters,85
1940,1949,Mule Train,Frankie Laine & the Muleskinners,86
1940,1948,A Little Bird Told Me,Evelyn Knight & Stardusters,87
1940,1943,I Had the Craziest Dream,Harry James with Helen Forrest,88
1940,1945,Laura,Woody Herman,89
1940,1944,I’ll Walk Alone,Dinah Shore,90
1950,1954,We’re Gonna Rock Around the Clock,Bill Haley & His Comets,1
1950,1959,Mack the Knife,Bobby Darin,2
1950,1956,Don’t Be Cruel,Elvis Presley,3
1950,1956,Heartbreak Hotel,Elvis Presley,4
1950,1956,Hound Dog,Elvis Presley,5
1950,1957,Jailhouse Rock,Elvis Presley,6
1950,1958,Johnny B. Goode,Chuck Berry,7
1950,1950,Tennessee Waltz,Patti Page,8
1950,1957,All Shook Up,Elvis Presley,9
1950,1959,What’d I Say,Ray Charles,10
1950,1958,All I Have to Do Is Dream,The Everly Brothers,11
1950,1957,That’ll Be the Day,Buddy Holly & the Crickets,12
1950,1951,How High the Moon,Les Paul & Mary Ford,13
1950,1950,Goodnight Irene,The Weavers with Gordon Jenkins’ Orchestra,14
1950,1959,I Only Have Eyes for You,The Flamingos,15
1950,1957,Great Balls of Fire,Jerry Lee Lewis,16
1950,1956,Blue Suede Shoes,Carl Perkins,17
1950,1957,Whole Lotta Shakin’ Goin’ On,Jerry Lee Lewis,18
1950,1952,You Belong to Me,Jo Stafford,19
1950,1954,Earth Angel (Will You Be Mine),The Penguins,20
1950,1956,Love Me Tender,Elvis Presley,21
1950,1950,Mona Lisa,Nat “King” Cole,22
1950,1955,Tutti Frutti,Little Richard,23
1950,1955,Sixteen Tons,Tennessee Ernie Ford,24
1950,1957,At the Hop,Danny & the Juniors,25
1950,1956,Why Do Fools Fall in Love?,Frankie Lymon & the Teenagers,26
1950,1956,Blueberry Hill,Fats Domino,27
1950,1957,You Send Me,Sam Cooke,28
1950,1958,La Bamba,Ritchie Valens,29
1950,1957,Peggy Sue,Buddy Holly & the Crickets,30
1950,1959,The Battle of New Orleans,Johnny Horton,31
1950,1955,The Great Pretender,The Platters,32
1950,1956,I Walk the Line,Johnny Cash,33
1950,1957,Diana,Paul Anka,34
1950,1957,Wake Up Little Susie,The Everly Brothers,35
1950,1958,Volare (Nel Blu Dipinto Di Blue),Domenico Modugno,36
1950,1955,Maybellene,Chuck Berry,37
1950,1958,Tom Dooley,The Kingston Trio,38
1950,1956,In the Still of the Nite,The Five Satins,39
1950,1958,The Little Drummer Boy,Harry Simeone Chorale,40
1950,1951,Cry,Johnnie Ray & the Four Lads,41
1950,1955,Only You (And You Alone),The Platters,42
1950,1957,Bye Bye Love,The Everly Brothers,43
